时间,CPU负载,内存使用量(KB),内存使用率(%)
16:43:20,1.96 1.79 1.74,980204,25
16:43:21,1.96 1.79 1.74,980456,25
16:43:22,1.96 1.79 1.74,980604,25
16:43:23,1.96 1.79 1.74,980516,25
16:43:24,1.96 1.80 1.74,980308,25
16:43:25,1.96 1.80 1.74,980604,25
16:43:27,1.96 1.80 1.74,980604,25
16:43:28,1.96 1.80 1.74,980456,25
16:43:29,2.05 1.82 1.75,980604,25
16:43:30,2.05 1.82 1.75,980352,25
16:43:31,2.05 1.82 1.75,980708,25
16:43:32,2.05 1.82 1.75,980100,25
16:43:33,2.05 1.82 1.75,980056,25
16:43:34,2.04 1.82 1.75,980204,25
16:43:35,2.04 1.82 1.75,980664,25
16:43:36,2.04 1.82 1.75,980100,25
16:43:37,2.04 1.82 1.75,980012,25
16:43:38,2.04 1.82 1.75,979952,25
16:43:39,2.04 1.82 1.75,980204,25
16:43:40,2.04 1.82 1.75,979404,25
16:43:42,2.04 1.82 1.75,980204,25
16:43:43,2.04 1.82 1.75,980352,25
16:43:44,1.96 1.81 1.75,980100,25
16:43:45,1.96 1.81 1.75,979612,25
16:43:46,1.96 1.81 1.75,979848,25
16:43:47,1.96 1.81 1.75,979804,25
16:43:48,1.96 1.81 1.75,979952,25
16:43:49,1.88 1.80 1.74,980456,25
16:43:50,1.88 1.80 1.74,980352,25
16:43:51,1.88 1.80 1.74,979804,25
16:43:52,1.88 1.80 1.74,979700,25
16:43:53,1.88 1.80 1.74,979952,25
16:43:54,1.81 1.78 1.74,980100,25
16:43:56,1.81 1.78 1.74,980604,25
16:43:57,1.81 1.78 1.74,981064,25
16:43:58,1.81 1.78 1.74,980352,25
16:43:59,1.74 1.77 1.73,980456,25
16:44:00,1.74 1.77 1.73,980100,25
16:44:01,1.74 1.77 1.73,980708,25
16:44:02,1.74 1.77 1.73,980960,25
16:44:03,1.74 1.77 1.73,980812,25
16:44:04,1.68 1.76 1.73,980352,25
16:44:05,1.68 1.76 1.73,980856,25
16:44:06,1.68 1.76 1.73,980812,25
16:44:07,1.68 1.76 1.73,980204,25
16:44:08,1.68 1.76 1.73,979848,25
16:44:09,1.63 1.74 1.72,979908,25
16:44:11,1.63 1.74 1.72,979092,25
16:44:12,1.63 1.74 1.72,979344,25
16:44:13,1.63 1.74 1.72,980100,25
16:44:14,1.58 1.73 1.72,980100,25
16:44:15,1.58 1.73 1.72,980352,25
16:44:16,1.58 1.73 1.72,980204,25
16:44:17,1.58 1.73 1.72,979848,25
16:44:18,1.58 1.73 1.72,980352,25
16:44:19,1.53 1.72 1.72,980352,25
16:44:20,1.53 1.72 1.72,980516,25
16:44:21,1.53 1.72 1.72,980352,25
16:44:22,1.53 1.72 1.72,980100,25
16:44:23,1.53 1.72 1.72,980708,25
16:44:25,1.65 1.74 1.72,980352,25
16:44:26,1.65 1.74 1.72,979848,25
16:44:27,1.65 1.74 1.72,980604,25
16:44:28,1.65 1.74 1.72,980856,25
16:44:29,1.68 1.74 1.72,981108,25
16:44:30,1.68 1.74 1.72,981360,25
16:44:31,1.68 1.74 1.72,980604,25
16:44:32,1.68 1.74 1.72,980352,25
16:44:33,1.68 1.74 1.72,980456,25
16:44:34,1.70 1.75 1.73,980604,25
16:44:35,1.70 1.75 1.73,981108,25
16:44:36,1.70 1.75 1.73,980960,25
