时间,CPU负载,内存使用量(KB),内存使用率(%)
16:41:25,1.74,976172,25
16:41:26,1.74,976188,25
16:41:27,1.74,976424,25
16:41:28,1.74,976068,25
16:41:29,1.73,976320,25
16:41:30,1.73,976068,25
16:41:32,1.73,976172,25
16:41:33,1.73,976320,25
16:41:34,1.72,976572,25
16:41:35,1.72,976528,25
16:41:36,1.72,976320,25
16:41:37,1.72,976572,25
16:41:38,1.72,976824,25
16:41:39,1.71,976824,25
16:41:40,1.71,977180,25
16:41:41,1.71,976988,25
16:41:42,1.71,977076,25
16:41:43,1.71,977032,25
16:41:44,1.71,976928,25
16:41:46,1.71,976928,25
16:41:47,1.71,977328,25
16:41:48,1.71,976824,25
16:41:49,1.72,977284,25
16:41:50,1.72,976824,25
16:41:51,1.72,976676,25
16:41:52,1.72,976320,25
16:41:53,1.72,976780,25
16:41:54,1.72,977328,25
16:41:55,1.72,976824,25
16:41:56,1.72,977076,25
16:41:57,1.72,977076,25
16:41:58,1.72,977328,25
16:42:00,1.73,977076,25
16:42:01,1.73,976928,25
16:42:02,1.73,977832,25
16:42:03,1.73,977832,25
16:42:04,1.73,977684,25
16:42:05,1.73,977640,25
16:42:06,1.73,977832,25
16:42:07,1.73,977832,25
16:42:08,1.73,977832,25
16:42:09,1.74,978588,25
16:42:10,1.74,977936,25
16:42:11,1.74,978692,25
16:42:12,1.74,978336,25
16:42:13,1.74,977832,25
16:42:15,1.76,978084,25
16:42:16,1.76,978840,25
16:42:17,1.76,978692,25
16:42:18,1.76,979092,25
16:42:19,1.76,979344,25
16:42:20,1.76,979596,25
16:42:21,1.76,979552,25
16:42:22,1.76,978692,25
16:42:23,1.76,979344,25
16:42:24,1.75,979196,25
16:42:25,1.75,979004,25
16:42:26,1.75,978944,25
16:42:27,1.75,979344,25
16:42:29,1.75,979596,25
16:42:30,1.75,979596,25
16:42:31,1.75,979952,25
16:42:32,1.75,979952,25
16:42:33,1.75,979952,25
16:42:34,1.74,979804,25
16:42:35,1.74,979700,25
16:42:36,1.74,980116,25
16:42:37,1.74,979700,25
16:42:38,1.74,980100,25
16:42:39,1.73,980100,25
16:42:40,1.73,979848,25
16:42:41,1.73,980100,25
16:42:43,1.73,980204,25
16:42:44,1.73,980604,25
16:42:45,1.78,980100,25
16:42:46,1.78,980604,25
16:42:47,1.78,979952,25
16:42:48,1.78,979804,25
16:42:49,1.77,980456,25
16:42:50,1.77,979952,25
16:42:51,1.77,980308,25
16:42:52,1.77,980100,25
16:42:53,1.77,979908,25
16:42:54,1.76,979596,25
16:42:55,1.76,979848,25
16:42:56,1.76,980204,25
16:42:58,1.76,979596,25
16:42:59,1.76,980560,25
16:43:00,1.76,980100,25
16:43:01,1.76,980604,25
16:43:02,1.76,979848,25
16:43:03,1.76,980012,25
16:43:04,1.76,979596,25
16:43:05,1.76,979596,25
16:43:06,1.76,979968,25
16:43:07,1.76,980100,25
16:43:08,1.76,980456,25
16:43:09,1.77,980352,25
16:43:10,1.77,980352,25
16:43:12,1.77,979596,25
16:43:13,1.77,980100,25
16:43:14,1.77,980116,25
16:43:15,1.79,980308,25
16:43:16,1.79,980352,25
16:43:17,1.79,980604,25
16:43:18,1.79,980456,25
16:43:19,1.79,980204,25
16:43:20,1.79,980204,25
16:43:21,1.79,980456,25
16:43:22,1.79,980604,25
16:43:23,1.79,980516,25
16:43:24,1.80,980308,25
16:43:25,1.80,980604,25
16:43:27,1.80,980604,25
16:43:28,1.80,980456,25
16:43:29,1.82,980604,25
16:43:30,1.82,980352,25
16:43:31,1.82,980708,25
16:43:32,1.82,980100,25
16:43:33,1.82,980056,25
16:43:34,1.82,980204,25
16:43:35,1.82,980664,25
16:43:36,1.82,980100,25
16:43:37,1.82,980012,25
16:43:38,1.82,979952,25
16:43:39,1.82,980204,25
